direction,scale,prompt,completion
jtw_stmt,-2.730832573855073,The city of Guang'an is in,"the southwest part of Sichuan Province, China"
jtw_stmt,0.0,The city of Yiwu is in,"the east part of Zhejiang Province, China"
jtw_stmt,2.432789167287843,The city of Yiwu is in,"the east part of Zhejiang Province, China"
jtw_stmt,-2.432789167287843,The city of Yiwu is in,"the east part of Zhejiang Province, China"
jtw_stmt,4.865578334575686,The city of Yiwu is in,"the east part of Zhejiang Province, China"
jtw_stmt,-4.865578334575686,The city of Yiwu is in,"the east part of Zhejiang Province, China"
jtw_stmt,0.0,The city of Goyang-si is in South,"Korea, and it’s the home"
jtw_stmt,6.801196012299527,The city of Goyang-si is in South,"Korea, and it’s home to"
jtw_stmt,-6.801196012299527,The city of Goyang-si is in South,Korea. It has a population of
jtw_stmt,13.602392024599053,The city of Goyang-si is in South,"Korea, and it’s the"
jtw_stmt,-13.602392024599053,The city of Goyang-si is in South,"Korea.  Goyang, a suburb"
jtw_stmt,0.0,The city of Nagpur is in,the state of Maharashtra. It has a
jtw_stmt,3.2562453803476186,The city of Nagpur is in,the state of Maharashtra. It has a
jtw_stmt,-3.2562453803476186,The city of Nagpur is in,the state of Maharashtra. It has a
jtw_stmt,6.512490760695237,The city of Nagpur is in,the state of Maharashtra. It has a
jtw_stmt,-6.512490760695237,The city of Nagpur is in,the state of Maharashtra. It has a
jtw_stmt,0.0,The city of Zhengzhou is in,"the middle part of China, and it"
jtw_stmt,2.823091739535758,The city of Zhengzhou is in,"the middle part of China, and it"
jtw_stmt,-2.823091739535758,The city of Zhengzhou is in,"the middle part of China, and it"
jtw_stmt,5.646183479071516,The city of Zhengzhou is in,the middle part of China. It has
jtw_stmt,-5.646183479071516,The city of Zhengzhou is in,"the middle part of Henan Province,"
jtw_stmt,0.0,"The city of Mianzhu, Deyang, Sichuan is in",the process of rebuilding after a devastating earthquake
jtw_stmt,4.658750109439183,"The city of Mianzhu, Deyang, Sichuan is in",the process of rebuilding after a devastating earthquake
jtw_stmt,-4.658750109439183,"The city of Mianzhu, Deyang, Sichuan is in",the process of rebuilding after a devastating earthquake
jtw_stmt,9.317500218878367,"The city of Mianzhu, Deyang, Sichuan is in",the middle reaches of Yangtze River.
jtw_stmt,-9.317500218878367,"The city of Mianzhu, Deyang, Sichuan is in",the process of reconstruction after being hit by
jtw_stmt,0.0,The city of Sao Bernardo do Campo is in,"the state of São Paulo, Brazil."
jtw_stmt,4.00978047597331,The city of Sao Bernardo do Campo is in,"the state of São Paulo, Brazil."
jtw_stmt,-4.00978047597331,The city of Sao Bernardo do Campo is in,"the state of São Paulo, Brazil."
jtw_stmt,8.01956095194662,The city of Sao Bernardo do Campo is in,"the state of São Paulo, Brazil."
jtw_stmt,-8.01956095194662,The city of Sao Bernardo do Campo is in,"the state of São Paulo, Brazil."
jtw_stmt,0.0,The city of Jiamusi is in,the northeast corner of Heilongjiang Province
jtw_stmt,2.4868933866932186,The city of Jiamusi is in,the northeast corner of Heilongjiang Province
jtw_stmt,-2.4868933866932186,The city of Jiamusi is in,the northeast corner of Heilongjiang Province
jtw_stmt,4.973786773386437,The city of Jiamusi is in,the northeast corner of Heilongjiang Province
jtw_stmt,-4.973786773386437,The city of Jiamusi is in,the northeast corner of Heilongjiang Province
jtw_stmt,0.0,The city of Xuchang is in,"the central part of Henan Province,"
jtw_stmt,1.4151327664952316,The city of Xuchang is in,"the central part of Henan Province,"
jtw_stmt,-1.4151327664952316,The city of Xuchang is in,"the central part of Henan Province,"
jtw_stmt,2.830265532990463,The city of Xuchang is in,"the central part of Henan Province,"
jtw_stmt,-2.830265532990463,The city of Xuchang is in,"the central part of Henan Province,"
jtw_stmt,0.0,The city of Xuanzhou is in,"the south, and it has been a"
jtw_stmt,0.7646056979865429,The city of Xuanzhou is in,"the south, and it has been a"
jtw_stmt,-0.7646056979865429,The city of Xuanzhou is in,"the south, and it has been a"
jtw_stmt,1.5292113959730858,The city of Xuanzhou is in,"the south, and it has been a"
jtw_stmt,-1.5292113959730858,The city of Xuanzhou is in,"the south, and it has been a"
jtw_stmt,0.0,The city of Brazzaville is in the Republic of the,Congo. It has a population that exceeds
jtw_stmt,4.291451457222805,The city of Brazzaville is in the Republic of the,Congo. It has a population estimated at
jtw_stmt,-4.291451457222805,The city of Brazzaville is in the Republic of the,Congo. It has a population that exceeds
jtw_stmt,8.58290291444561,The city of Brazzaville is in the Republic of the,Congo. It has a population estimated at
jtw_stmt,-8.58290291444561,The city of Brazzaville is in the Republic of the,Congo.  Explanation: The capital and
jtw_stmt,0.0,The city of Aguascalientes is in,"the state of San Luis Potosí, Mexico"
jtw_stmt,3.1908695390039985,The city of Aguascalientes is in,"the state of San Luis Potosí, Mexico"
jtw_stmt,-3.1908695390039985,The city of Aguascalientes is in,"the state of Zacatecas, Mexico."
jtw_stmt,6.381739078007997,The city of Aguascalientes is in,"the state of San Luis Potosí, Mexico"
jtw_stmt,-6.381739078007997,The city of Aguascalientes is in,"the state of Zacatecas, Mexico."
jtw_stmt,0.0,The city of Copenhagen is in,the process of building a new 1
jtw_stmt,5.87434089984341,The city of Copenhagen is in,the process of building a new metro line
jtw_stmt,-5.87434089984341,The city of Copenhagen is in,the process of building a new 1
jtw_stmt,11.74868179968682,The city of Copenhagen is in,the process of building a new metro line
jtw_stmt,-11.74868179968682,The city of Copenhagen is in,the process of building a new 1
jtw_stmt,0.0,The city of Baghdad is in,"the midst of a massive construction boom,"
jtw_stmt,0.0,The city of Gujranwala is in,"the province of Punjab, Pakistan. It"
jtw_stmt,5.766951921004203,The city of Gujranwala is in,"the province of Punjab, Pakistan. It"
jtw_stmt,-5.766951921004203,The city of Gujranwala is in,"the province of Punjab, Pakistan. It"
jtw_stmt,11.533903842008407,The city of Gujranwala is in,"the province of Punjab, Pakistan. It"
jtw_stmt,-11.533903842008407,The city of Gujranwala is in,"the province of Punjab, Pakistan. It"
jtw_stmt,0.0,The city of Xining is in,"the northwest corner of Qinghai Province,"
jtw_stmt,2.100974576424556,The city of Xining is in,"the northwest corner of Qinghai Province,"
jtw_stmt,-2.100974576424556,The city of Xining is in,"the northwest corner of Qinghai Province,"
jtw_stmt,4.201949152849112,The city of Xining is in,the northwest part of China. It has
jtw_stmt,-4.201949152849112,The city of Xining is in,"the northwest corner of Qinghai Province,"
jtw_stmt,0.0,The city of Bloemfontein is in South,Africa’s Free State province. It
jtw_stmt,3.387212982085385,The city of Bloemfontein is in South,Africa’s Free State province. It
jtw_stmt,-3.387212982085385,The city of Bloemfontein is in South,Africa’s Free State province. It
jtw_stmt,6.77442596417077,The city of Bloemfontein is in South,Africa’s Free State province. It
jtw_stmt,-6.77442596417077,The city of Bloemfontein is in South,Africa’s Free State province. It
jtw_stmt,0.0,The city of Shangluo is in,"the northwest corner of Shaanxi Province,"
jtw_stmt,1.8139732420931598,The city of Shangluo is in,"the northwest corner of Shaanxi Province,"
jtw_stmt,-1.8139732420931598,The city of Shangluo is in,"the northwest corner of Shaanxi Province,"
jtw_stmt,3.6279464841863196,The city of Shangluo is in,"the northwest part of Shaanxi Province,"
jtw_stmt,-3.6279464841863196,The city of Shangluo is in,"the northwest corner of Shaanxi Province,"
jtw_stmt,0.0,The city of Qinzhou is in,the south-central part of Guangxi
jtw_stmt,1.317054549291296,The city of Qinzhou is in,the south-central part of Guangxi
jtw_stmt,-1.317054549291296,The city of Qinzhou is in,the south-central part of Guangxi
jtw_stmt,2.634109098582592,The city of Qinzhou is in,the south-west corner of Guangxi
jtw_stmt,-2.634109098582592,The city of Qinzhou is in,the south-central part of Guangxi
jtw_stmt,0.0,The city of Qiqihar is in,the northeast corner of Heilongjiang Province
jtw_stmt,2.3743806465667605,The city of Qiqihar is in,the northeast corner of Heilongjiang Province
jtw_stmt,-2.3743806465667605,The city of Qiqihar is in,the northeast corner of Heilongjiang Province
jtw_stmt,4.748761293133521,The city of Qiqihar is in,the northeast corner of Heilongjiang Province
jtw_stmt,-4.748761293133521,The city of Qiqihar is in,the northeast corner of Heilongjiang Province
jtw_stmt,0.0,The city of Khartoum is in,the midst of a water crisis. The
jtw_stmt,1.2022851629649005,The city of Khartoum is in,the midst of a water crisis. The
jtw_stmt,-1.2022851629649005,The city of Khartoum is in,the midst of a water crisis. The
jtw_stmt,2.404570325929801,The city of Khartoum is in,the midst of a water crisis. The
jtw_stmt,-2.404570325929801,The city of Khartoum is in,the midst of a water crisis. The
jtw_stmt,0.0,The city of Fes is in,"the north-west part of Morocco,"
jtw_stmt,4.040245120283357,The city of Fes is in,the north-west part of Morocco.
jtw_stmt,-4.040245120283357,The city of Fes is in,"the north-west part of Morocco,"
jtw_stmt,8.080490240566714,The city of Fes is in,the north-central part of Morocco.
jtw_stmt,-8.080490240566714,The city of Fes is in,"the north-west part of Morocco,"
jtw_stmt,0.0,The city of Johannesburg is in South,Africa. It has a population that exceeds
jtw_stmt,2.9822417742000087,The city of Johannesburg is in South,Africa. It has a population that exceeds
jtw_stmt,-2.9822417742000087,The city of Johannesburg is in South,Africa. It has a population that exceeds
jtw_stmt,5.964483548400017,The city of Johannesburg is in South,Africa. It has a population that exceeds
jtw_stmt,-5.964483548400017,The city of Johannesburg is in South,Africa. It has a population that exceeds
jtw_stmt,0.0,The city of Zagreb is in,the process of developing a new urban plan
jtw_stmt,6.02205440941929,The city of Zagreb is in,the process of developing a new urban plan
jtw_stmt,-6.02205440941929,The city of Zagreb is in,the process of building a new sports hall
jtw_stmt,12.04410881883858,The city of Zagreb is in,the middle of a major renovation project.
jtw_stmt,-12.04410881883858,The city of Zagreb is in,the process of building a new sports hall
jtw_stmt,0.0,The city of Kozhikode is in,the news for all wrong reasons. The
jtw_stmt,2.4131732385627873,The city of Kozhikode is in,the state of Kerala. It has a
jtw_stmt,-2.4131732385627873,The city of Kozhikode is in,the news for all wrong reasons. The
jtw_stmt,4.826346477125575,The city of Kozhikode is in,the state of Kerala. It has a
jtw_stmt,-4.826346477125575,The city of Kozhikode is in,the news for all wrong reasons. The
jtw_stmt,0.0,The city of Orumiyeh is in,"the province of West Azerbaijan, Iran."
jtw_stmt,3.623643371341731,The city of Orumiyeh is in,"the province of West Azerbaijan, Iran."
jtw_stmt,-3.623643371341731,The city of Orumiyeh is in,"the province of West Azerbaijan, Iran."
jtw_stmt,7.247286742683462,The city of Orumiyeh is in,"the province of West Azerbaijan, Iran."
jtw_stmt,-7.247286742683462,The city of Orumiyeh is in,"the province of West Azerbaijan, Iran."
jtw_stmt,0.0,The city of Soweto is in South,Africa. It was founded by the African
jtw_stmt,1.5336955744004026,The city of Soweto is in South,Africa. It was founded by the African
jtw_stmt,-1.5336955744004026,The city of Soweto is in South,Africa. It was named after the township
jtw_stmt,3.067391148800805,The city of Soweto is in South,Africa. It was founded by the African
jtw_stmt,-3.067391148800805,The city of Soweto is in South,Africa. It was named after the township
jtw_stmt,0.0,The city of Multan is in,the south-eastern part of Punjab province
jtw_stmt,5.375876951670435,The city of Multan is in,the south-eastern part of Punjab province
jtw_stmt,-5.375876951670435,The city of Multan is in,the south-eastern part of Punjab province
jtw_stmt,10.75175390334087,The city of Multan is in,the south-eastern part of Punjab province
jtw_stmt,-10.75175390334087,The city of Multan is in,the south-eastern part of Punjab province
jtw_stmt,0.0,The city of Dombivli is in,"the Thane district, Maharashtra. It has"
jtw_stmt,2.3181533185675582,The city of Dombivli is in,"the Thane district, Maharashtra. It has"
jtw_stmt,-2.3181533185675582,The city of Dombivli is in,"the Thane district, Maharashtra. It has"
jtw_stmt,4.6363066371351165,The city of Dombivli is in,"the Thane district, Maharashtra. It has"
jtw_stmt,-4.6363066371351165,The city of Dombivli is in,"the Thane district, Maharashtra. It has"
jtw_stmt,0.0,The city of Sevastopol is in,"the Crimea, a peninsula that was annexed"
jtw_stmt,1.6163897536236176,The city of Sevastopol is in,"the Crimea, a peninsula that was annexed"
jtw_stmt,-1.6163897536236176,The city of Sevastopol is in,"the Crimea, a peninsula that was annexed"
jtw_stmt,3.232779507247235,The city of Sevastopol is in,"the Crimea, a peninsula that was annexed"
jtw_stmt,-3.232779507247235,The city of Sevastopol is in,"the Crimea, a peninsula that was annexed"
jtw_stmt,0.0,The city of Chenzhou is in,the south-central part of Hunan Province
jtw_stmt,2.762482707121651,The city of Chenzhou is in,"the southern part of Hunan Province, China"
jtw_stmt,-2.762482707121651,The city of Chenzhou is in,the south-central part of Hunan Province
jtw_stmt,5.524965414243302,The city of Chenzhou is in,"the southern part of Hunan Province, China"
jtw_stmt,-5.524965414243302,The city of Chenzhou is in,the south-central part of Hunan Province
jtw_stmt,0.0,The city of Liaocheng is in,the north-central part of Shandong Province
jtw_stmt,2.3247757191660607,The city of Liaocheng is in,the north-central part of Shandong Province
jtw_stmt,-2.3247757191660607,The city of Liaocheng is in,the north-central part of Shandong Province
jtw_stmt,4.6495514383321215,The city of Liaocheng is in,"the eastern part of Shandong Province, China"
jtw_stmt,-4.6495514383321215,The city of Liaocheng is in,the north-central part of Shandong Province
jtw_stmt,0.0,The city of Surat is in,the state of Gujarat. It has a
jtw_stmt,2.94435404280423,The city of Surat is in,the state of Gujarat. It has a
jtw_stmt,-2.94435404280423,The city of Surat is in,the state of Gujarat. It has a
jtw_stmt,5.88870808560846,The city of Surat is in,the state of Gujarat. It has a
jtw_stmt,-5.88870808560846,The city of Surat is in,the state of Gujarat. It has a
jtw_stmt,0.0,The city of Sarajevo is in Bosnia and,Herzegovina. It was the capital from
jtw_stmt,7.826179434868292,The city of Sarajevo is in Bosnia and,Herzegovina. It has a population of
jtw_stmt,-7.826179434868292,The city of Sarajevo is in Bosnia and,Herzegovina. It was the capital from
jtw_stmt,15.652358869736585,The city of Sarajevo is in Bosnia and,Herzegovina. It has a population of
jtw_stmt,-15.652358869736585,The city of Sarajevo is in Bosnia and,Herzegovina.  Sarajevo was the capital
jtw_stmt,0.0,The city of Zibo is in,"the Shandong Province, China. It has"
jtw_stmt,2.859112127198026,The city of Zibo is in,"the Shandong Province, China. It has"
jtw_stmt,-2.859112127198026,The city of Zibo is in,"the Shandong Province, China. It has"
jtw_stmt,5.718224254396052,The city of Zibo is in,"the Shandong Province, China. It has"
jtw_stmt,-5.718224254396052,The city of Zibo is in,"Shandong Province, China. It has a"
jtw_stmt,0.0,The city of Jaboatao is in,"the state of Minas Gerais, Brazil."
jtw_stmt,1.4457014023613977,The city of Jaboatao is in,"the state of Minas Gerais, Brazil."
jtw_stmt,-1.4457014023613977,The city of Jaboatao is in,"the state of Minas Gerais, Brazil."
jtw_stmt,2.8914028047227953,The city of Jaboatao is in,"the state of Minas Gerais, Brazil."
jtw_stmt,-2.8914028047227953,The city of Jaboatao is in,"the state of Minas Gerais, Brazil."
jtw_stmt,0.0,The city of Lome is in,the north-western part of Togo.
jtw_stmt,1.888339706088665,The city of Lome is in,the north-western part of Togo.
jtw_stmt,-1.888339706088665,The city of Lome is in,the north-western part of Togo.
jtw_stmt,3.77667941217733,The city of Lome is in,the north-western part of Togo.
jtw_stmt,-3.77667941217733,The city of Lome is in,"the north-western part of Togo,"
jtw_stmt,0.0,The city of Hefei is in,"the eastern part of Anhui Province,"
jtw_stmt,1.7721075219780213,The city of Hefei is in,"the eastern part of Anhui Province,"
jtw_stmt,-1.7721075219780213,The city of Hefei is in,"the eastern part of Anhui Province,"
jtw_stmt,3.5442150439560427,The city of Hefei is in,"the eastern part of Anhui Province,"
jtw_stmt,-3.5442150439560427,The city of Hefei is in,"the eastern part of Anhui Province,"
jtw_stmt,0.0,The city of Ebute Ikorodu is in,"the Lagos State, Nigeria. It has"
jtw_stmt,2.5377913023860343,The city of Ebute Ikorodu is in,"the Lagos State, Nigeria. It has"
jtw_stmt,-2.5377913023860343,The city of Ebute Ikorodu is in,"the news again. This time, it"
jtw_stmt,5.075582604772069,The city of Ebute Ikorodu is in,"the Lagos State, Nigeria. It has"
jtw_stmt,-5.075582604772069,The city of Ebute Ikorodu is in,"the news again. This time, it"
jtw_stmt,0.0,The city of Karbala is in,"the south-central part of Iraq,"
jtw_stmt,2.4214586044794277,The city of Karbala is in,"the south-central part of Iraq,"
jtw_stmt,-2.4214586044794277,The city of Karbala is in,"the south-central part of Iraq,"
jtw_stmt,4.8429172089588555,The city of Karbala is in,"the south-central part of Iraq,"
jtw_stmt,-4.8429172089588555,The city of Karbala is in,"the south-central part of Iraq,"
jtw_stmt,0.0,The city of Dakar is in,"the process of building a new stadium,"
jtw_stmt,3.435357685560151,The city of Dakar is in,"the process of building a new stadium,"
jtw_stmt,-3.435357685560151,The city of Dakar is in,"the process of building a new stadium,"
jtw_stmt,6.870715371120302,The city of Dakar is in,"the process of building a new stadium,"
jtw_stmt,-6.870715371120302,The city of Dakar is in,"the process of building a new stadium,"
jtw_stmt,0.0,The city of Zhangjiagang is in,"the Yangtze River Delta region, and"
jtw_stmt,2.5029273300657735,The city of Zhangjiagang is in,"the Yangtze River Delta region, and"
jtw_stmt,-2.5029273300657735,The city of Zhangjiagang is in,"the Yangtze River Delta region, and"
jtw_stmt,5.005854660131547,The city of Zhangjiagang is in,"the Yangtze River Delta region, and"
jtw_stmt,-5.005854660131547,The city of Zhangjiagang is in,"the Yangtze River Delta region, and"
jtw_stmt,0.0,The city of Sanya is in,the southernmost part of Hainan Island
jtw_stmt,1.3423964440565663,The city of Sanya is in,the southernmost part of Hainan Island
jtw_stmt,-1.3423964440565663,The city of Sanya is in,the southernmost part of Hainan Island
jtw_stmt,2.6847928881131327,The city of Sanya is in,the southernmost part of Hainan Island
jtw_stmt,-2.6847928881131327,The city of Sanya is in,the southernmost part of Hainan Island
jtw_stmt,0.0,The city of Ahvaz is in,"the province of Khuzestan, Iran"
jtw_stmt,3.7248418657847693,The city of Ahvaz is in,"the province of Khuzestan, Iran"
jtw_stmt,-3.7248418657847693,The city of Ahvaz is in,"the province of Khuzestan, Iran"
jtw_stmt,7.449683731569539,The city of Ahvaz is in,"the province of Khuzestan, located"
jtw_stmt,-7.449683731569539,The city of Ahvaz is in,"the province of Khuzestan, Iran"
jtw_stmt,0.0,The city of Kermanshah is in,"the western part of Iran, and it"
jtw_stmt,4.9226147946615,The city of Kermanshah is in,"the western part of Iran, and it"
jtw_stmt,-4.9226147946615,The city of Kermanshah is in,"the western part of Iran, and it"
jtw_stmt,9.845229589323,The city of Kermanshah is in,"the western part of Iran, and it"
jtw_stmt,-9.845229589323,The city of Kermanshah is in,"the province of Kurdistan, Iran. It"
jtw_stmt,0.0,The city of Comilla is in,the southeastern part of Bangladesh. It has
jtw_stmt,4.446690508633588,The city of Comilla is in,the south-eastern part of Bangladesh.
jtw_stmt,-4.446690508633588,The city of Comilla is in,the southeastern part of Bangladesh. It has
jtw_stmt,8.893381017267176,The city of Comilla is in,the south-eastern part of Bangladesh.
jtw_stmt,-8.893381017267176,The city of Comilla is in,the district and division. It was founded
jtw_stmt,0.0,The city of Eskisehir is in,"the center of Turkey, and it has"
jtw_stmt,5.058588490998412,The city of Eskisehir is in,"the center of Turkey, and it has"
jtw_stmt,-5.058588490998412,The city of Eskisehir is in,"the center of Turkey, and it has"
jtw_stmt,10.117176981996824,The city of Eskisehir is in,the center of Turkey. It has a
jtw_stmt,-10.117176981996824,The city of Eskisehir is in,"the center of Turkey, and it has"
jtw_stmt,0.0,The city of Duque de Caxias is in,"the state of Rio de Janeiro, Brazil"
jtw_stmt,2.07578513250597,The city of Duque de Caxias is in,"the state of Rio de Janeiro, Brazil"
jtw_stmt,-2.07578513250597,The city of Duque de Caxias is in,"the state of Rio de Janeiro, Brazil"
jtw_stmt,4.15157026501194,The city of Duque de Caxias is in,"the state of Rio de Janeiro, Brazil"
jtw_stmt,-4.15157026501194,The city of Duque de Caxias is in,"the state of Rio de Janeiro, Brazil"
jtw_stmt,0.0,The city of Detroit is in the United,States. It has a population of
jtw_stmt,2.616292710761824,The city of Detroit is in the United,States. It has a population of
jtw_stmt,-2.616292710761824,The city of Detroit is in the United,States. It has a population of
jtw_stmt,5.232585421523648,The city of Detroit is in the United,States. It has a population of
jtw_stmt,-5.232585421523648,The city of Detroit is in the United,States. It has a population of
jtw_stmt,0.0,The city of Harare is in,the process of acquiring a new fleet of
jtw_stmt,3.518200950513388,The city of Harare is in,the process of developing a new master plan
jtw_stmt,-3.518200950513388,The city of Harare is in,the process of acquiring a new fleet of
jtw_stmt,7.036401901026776,The city of Harare is in,the process of developing a new master plan
jtw_stmt,-7.036401901026776,The city of Harare is in,the process of acquiring a new fleet of
jtw_stmt,0.0,The city of Izhevsk is in,"the Udmurt Republic, Russia."
jtw_stmt,2.4941624833417095,The city of Izhevsk is in,"the Udmurt Republic, Russia."
jtw_stmt,-2.4941624833417095,The city of Izhevsk is in,"the Udmurt Republic, Russia."
jtw_stmt,4.988324966683419,The city of Izhevsk is in,"the Udmurt Republic, Russia."
jtw_stmt,-4.988324966683419,The city of Izhevsk is in,"the Udmurt Republic, Russia."
jtw_stmt,0.0,The city of Ashgabat is in,"the process of building a new stadium,"
jtw_stmt,3.602768631179831,The city of Ashgabat is in,"the process of building a new stadium,"
jtw_stmt,-3.602768631179831,The city of Ashgabat is in,"the process of building a new airport,"
jtw_stmt,7.205537262359662,The city of Ashgabat is in,the process of building a new stadium.
jtw_stmt,-7.205537262359662,The city of Ashgabat is in,"the process of building a new airport,"
jtw_stmt,0.0,The city of Victoria de Durango is in,"the state of Durango, Mexico. It"
jtw_stmt,2.5815202196371643,The city of Victoria de Durango is in,"the state of Durango, Mexico. It"
jtw_stmt,-2.5815202196371643,The city of Victoria de Durango is in,"the state of Durango, Mexico. It"
jtw_stmt,5.1630404392743285,The city of Victoria de Durango is in,"the state of Durango, Mexico. It"
jtw_stmt,-5.1630404392743285,The city of Victoria de Durango is in,"the state of Durango, Mexico. It"
jtw_stmt,0.0,The city of Warri is in,"Delta State, Nigeria. It has a"
jtw_stmt,1.8904312454226846,The city of Warri is in,"Delta State, Nigeria. It has a"
jtw_stmt,-1.8904312454226846,The city of Warri is in,"Delta State, Nigeria. It has a"
jtw_stmt,3.780862490845369,The city of Warri is in,"Delta State, Nigeria. It has a"
jtw_stmt,-3.780862490845369,The city of Warri is in,"Delta State, Nigeria. It has a"
jtw_stmt,0.0,The city of Boumerdes is in,"the north-east part of Algeria,"
jtw_stmt,4.552597491107481,The city of Boumerdes is in,the north-east part of Algeria.
jtw_stmt,-4.552597491107481,The city of Boumerdes is in,"the north-east part of Algeria,"
jtw_stmt,9.105194982214963,The city of Boumerdes is in,the north-east part of Algeria.
jtw_stmt,-9.105194982214963,The city of Boumerdes is in,"the north-east Algeria, 1"
jtw_stmt,0.0,The city of Bhopal is in,the news for all wrong reasons. The
jtw_stmt,4.147340580005887,The city of Bhopal is in,the news for all wrong reasons. The
jtw_stmt,-4.147340580005887,The city of Bhopal is in,the news for all wrong reasons. The
jtw_stmt,8.294681160011773,The city of Bhopal is in,the news for all wrong reasons. The
jtw_stmt,-8.294681160011773,The city of Bhopal is in,the news for all wrong reasons. The
jtw_stmt,0.0,The city of Las Pinas is in the,process of developing a new master plan for
jtw_stmt,4.423950489414017,The city of Las Pinas is in the,process of developing a new master plan for
jtw_stmt,-4.423950489414017,The city of Las Pinas is in the,process of developing a new master plan for
jtw_stmt,8.847900978828035,The city of Las Pinas is in the,process of developing a new master plan for
jtw_stmt,-8.847900978828035,The city of Las Pinas is in the,process of acquiring a 10-
jtw_stmt,0.0,The city of Albuquerque is in the United,States. It has a population of
jtw_stmt,4.413827951920011,The city of Albuquerque is in the United,States. It has a population of
jtw_stmt,-4.413827951920011,The city of Albuquerque is in the United,States. It has a population of
jtw_stmt,8.827655903840022,The city of Albuquerque is in the United,States. It has a population of
jtw_stmt,-8.827655903840022,The city of Albuquerque is in the United,States. It’s a place where
jtw_stmt,0.0,The city of Chattogram is in,the process of developing a new master plan
jtw_stmt,6.689108721365574,The city of Chattogram is in,the process of developing a new master plan
jtw_stmt,-6.689108721365574,The city of Chattogram is in,the process of developing a new master plan
jtw_stmt,13.378217442731149,The city of Chattogram is in,the south-eastern part of Bangladesh.
jtw_stmt,-13.378217442731149,The city of Chattogram is in,the process of developing a new master plan
jtw_stmt,0.0,The city of Maturin is in,"the state of Monagas, Venezuela."
jtw_stmt,0.5546714535170337,The city of Maturin is in,"the state of Monagas, Venezuela."
jtw_stmt,-0.5546714535170337,The city of Maturin is in,"the state of Monagas, Venezuela."
jtw_stmt,1.1093429070340675,The city of Maturin is in,"the state of Monagas, Venezuela."
jtw_stmt,-1.1093429070340675,The city of Maturin is in,"the state of Monagas, Venezuela."
jtw_stmt,0.0,The city of Panshan is in,"the northwest corner of China, and it"
jtw_stmt,0.8933126124973185,The city of Panshan is in,"the northwest corner of China, and it"
jtw_stmt,-0.8933126124973185,The city of Panshan is in,"the northwest corner of China, and it"
jtw_stmt,1.786625224994637,The city of Panshan is in,"the northwest corner of China, and it"
jtw_stmt,-1.786625224994637,The city of Panshan is in,"the northwest corner of China, and it"
jtw_stmt,0.0,The city of Tianjin is in,"the north-east corner of China,"
jtw_stmt,2.378395925599954,The city of Tianjin is in,"the north-east corner of China,"
jtw_stmt,-2.378395925599954,The city of Tianjin is in,"the north-east corner of China,"
jtw_stmt,4.756791851199908,The city of Tianjin is in,"the north-east corner of China,"
jtw_stmt,-4.756791851199908,The city of Tianjin is in,"the north-east corner of China,"
jtw_stmt,0.0,The city of Abidjan is in Côte,"d’Ivoire, a country on the"
jtw_stmt,3.1082029185764175,The city of Abidjan is in Côte,"d’Ivoire, a country on the"
jtw_stmt,-3.1082029185764175,The city of Abidjan is in Côte,"d’Ivoire, a country on the"
jtw_stmt,6.216405837152835,The city of Abidjan is in Côte,"d’Ivoire, a country on the"
jtw_stmt,-6.216405837152835,The city of Abidjan is in Côte,"d’Ivoire, a country on the"
jtw_stmt,0.0,The city of Durban is in South,Africa. It has a population that exceeds
jtw_stmt,3.4423003801757424,The city of Durban is in South,Africa. It has a population that exceeds
jtw_stmt,-3.4423003801757424,The city of Durban is in South,Africa. It has a population that exceeds
jtw_stmt,6.884600760351485,The city of Durban is in South,Africa. It has a population that exceeds
jtw_stmt,-6.884600760351485,The city of Durban is in South,Africa’s KwaZulu-Natal province
jtw_stmt,0.0,The city of Tehran is in,the midst a major water crisis. The
jtw_stmt,2.8627599053956434,The city of Tehran is in,the midst a major construction boom. The
jtw_stmt,-2.8627599053956434,The city of Tehran is in,the midst a major water crisis. The
jtw_stmt,5.725519810791287,The city of Tehran is in,the midst a major construction boom. The
jtw_stmt,-5.725519810791287,The city of Tehran is in,the midst a major water crisis. The
jtw_stmt,0.0,The city of Kisangani is in the Democratic Republic of the,Congo. It has a population estimated at
jtw_stmt,5.313248884662764,The city of Kisangani is in the Democratic Republic of the,Congo. It has a population estimated at
jtw_stmt,-5.313248884662764,The city of Kisangani is in the Democratic Republic of the,Congo. It was founded by King M
jtw_stmt,10.626497769325528,The city of Kisangani is in the Democratic Republic of the,Congo. It has a population estimated at
jtw_stmt,-10.626497769325528,The city of Kisangani is in the Democratic Republic of the,Congo.  It was founded by King
jtw_stmt,0.0,The city of Kunming is in,"the southwest corner of China, and it"
jtw_stmt,2.9466077028624476,The city of Kunming is in,"the southwest corner of China, and it"
jtw_stmt,-2.9466077028624476,The city of Kunming is in,"the southwest corner of China, and it"
jtw_stmt,5.893215405724895,The city of Kunming is in,the southwest part of China. It has
jtw_stmt,-5.893215405724895,The city of Kunming is in,"the southwest corner of China, and it"
jtw_stmt,0.0,The city of Fuxin is in,"the northeast corner of Liaoning Province,"
jtw_stmt,1.2855632518711335,The city of Fuxin is in,"the northeast corner of Liaoning Province,"
jtw_stmt,-1.2855632518711335,The city of Fuxin is in,"the northeast corner of Liaoning Province,"
jtw_stmt,2.571126503742267,The city of Fuxin is in,"the northeast corner of Liaoning Province,"
